Ad Media,New,Reapply,Attending Outside School,Attempting Contact,Interview,Recruiting,Pending Investigations,Online Course,Awaiting Permit,Hireright Requested,Rehire Submitted,Ready For Processing,Processing,Processing Complete,Attending School,Attending Academy,Left Sch/aca,Left Academy,Dl170 Testing,Graduated Sch/aca,Failed Sch/aca,Compliance,Driver Reactivation,No Show,Left Orientation,Hold,Ready For Audit,Audit,Audit Deficiencies,Ok To Code,Paf Entered,Hired,Not Qualified,Not Interested,No Response,Duplicate App,Xfer Allowed,Unqualified Da,Do Not Contact,Upload,Total
LACED_DR_Experienced_JobsInTrucks_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
LACED_DR_Experienced_LinkUp_Intelliapp,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6
LACED_DR_Experienced_LinkUp_SwiftLeadForm,4,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,5,0,0,0,1,0,25
LACED_DR_Experienced_MediaPublisher_Q216_CreativeName_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
LACED_DR_Experienced_Monster_SwiftLeadForm,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,18
LACED_DR_Experienced_RandallReilly_PM_GoogleAudienceMatch_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACED_DR_Experienced_SimplyHired_Intelliapp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_Experienced_SimplyHired_SwiftLeadForm,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,8
LACED_DR_Experienced_TopUSAJobs_Intelliapp,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8
LACED_DR_Experienced_TopUSAJobs_SwiftLeadForm,3,1,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,12,0,0,0,1,0,50
LACED_DR_Experienced_TruckDrivingJobs_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DR_Experienced_TruckDrivingJobs_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
LACED_DR_Experienced_Yahoo_Intelliapp,3,0,2,2,14,8,5,16,6,0,0,4,4,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,20,8,15,0,0,0,0,0,118
LACED_DR_Experienced_Yahoo_SwiftLeadForm,8,2,3,13,40,14,3,19,9,0,1,2,3,6,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,27,20,48,6,0,0,0,0,233
LACED_DR_Exp_LinkUp_Fall2015SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
LACED_DR_Exp_RandallReilly_Fall2015SignOnBonus_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACED_DR_General_AmericanDriverNetwork_Jan2016_SwiftLeadForm,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5
LACED_DR_General_Craigslist_Jan2016_Intelliapp,4,0,0,6,12,12,4,8,4,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,12,9,37,0,0,0,1,0,121
LACED_DR_General_Craigslist_Jan2016_SwiftLeadForm,29,3,2,65,68,33,12,14,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,55,44,243,2,0,1,2,0,600
LACED_DR_General_EmploymentNetwork_Jan2016_SwiftLeadForm,1,1,0,5,7,4,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,33,1,0,0,0,0,75
LACED_DR_General_EmploymentNetwork_WarmTransferCalls,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4
LACED_DR_General_FindATruckerJob_Jan2016_SwiftLeadForm,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,8
LACED_DR_General_Indeed_Jan2016_Intelliapp,1,0,0,1,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,20
LACED_DR_General_Indeed_Jan2016_SwiftLeadForm,12,1,0,11,30,6,2,6,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,23,65,0,0,0,0,0,187
LACED_DR_General_Jobs2Careers_Jan2016_Intelliapp,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12
LACED_DR_General_Jobs2Careers_Jan2016_SwiftLeadForm,17,4,0,13,10,5,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,8,23,1,0,0,0,0,103
LACED_DR_General_JobsInTrucks_Jan2016_Intelliapp,2,0,0,1,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,0,0,0,0,0,28
LACED_DR_General_JobsInTrucks_Jan2016_SwiftLeadForm,8,0,0,12,22,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,39,0,0,0,0,0,104
LACED_DR_General_LinkUp_Jan2016_Intelliapp,4,0,0,7,3,1,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,40
LACED_DR_General_LinkUp_Jan2016_SwiftLeadForm,20,4,1,39,27,4,1,4,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,12,48,0,0,0,0,0,190
LACED_DR_General_RandallReilly_Jan2016_Intelliapp,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
LACED_DR_General_RandallReilly_Jan2016_SwiftLeadForm,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
LACED_DR_General_SimplyHired_Jan2016_Intelliapp,0,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9
LACED_DR_General_SimplyHired_Jan2016_SwiftLeadForm,6,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,21,0,0,0,0,0,51
LACED_DR_General_SnagAJob_Jan2016_Intelliapp,2,0,0,1,12,4,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,0,0,0,0,0,42
LACED_DR_General_SnagAJob_Jan2016_SwiftLeadForm,6,2,0,12,28,6,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,96,2,0,0,0,0,195
LACED_DR_General_TruckDrivingJobs_Jan2016_SwiftLeadForm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_General_ZipRecruiter_Jan2016_Intelliapp,0,0,2,3,10,3,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,40
LACED_DR_General_ZipRecruiter_Jan2016_SwiftLeadForm,11,7,3,29,42,7,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,13,71,0,0,0,2,0,254
LACED_DR_Generic_ReferrerCode_SwiftLeadForm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
LACED_DR_RecentGrads_CDLCareerNow_TruckWarrior_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACED_DR_RecentGrads_HiringDriversNow_SwiftLeadForm,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LACED_DR_RecentGrads_JobsInTrucks_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5
LACED_DR_RecentGrads_JobsInTrucks_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,9
LACED_DR_RecentGrads_LinkUp_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
LACED_DR_RecentGrads_LinkUp_SwiftLeadForm,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,14
LACED_DR_RecentGrads_RhinoLabs_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_RecentGrads_RhinoLabs_SwiftLeadForm,3,3,1,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,0,0,39
LACED_DR_RecentGrad_CareersInTrucks_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_RecentGrad_CareersInTrucks_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_RecentGrad_FindATruckerJob_Intelliapp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LACED_DR_RecentGrad_FindATruckerJob_SwiftLeadForm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
LACED_DR_RecentGrad_Indeed_Intelliapp,2,0,0,3,2,5,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,25
LACED_DR_RecentGrad_Indeed_SwiftLeadForm,10,2,2,13,15,7,3,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,32,0,0,0,1,0,113
LACED_DR_RecentGrad_RandallReilly_JiggyJobs_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_RecentGrad_RandallReilly_JiggyJobs_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LACED_DR_RecentGrad_SimplyHired_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4
LACED_DR_RecentGrad_SimplyHired_SwiftLeadForm,0,1,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,24
LACED_DR_SteelhousePilot_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,4
LACED_DR_Students_CDLCareerNow_SwiftLeadForm,12,5,0,41,30,3,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,52,35,98,0,0,0,1,0,295
LACED_DR_Students_CDLCareerNow_TruckWarrior_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LACED_DR_Students_CDLJobs_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LACED_DR_Students_Craigslist_JIBE_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
LACED_DR_Students_Craigslist_JIBE_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
LACED_DR_Students_EmploymentNetwork_Intelliapp,1,1,0,0,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,27
LACED_DR_Students_EmploymentNetwork_SwiftLeadForm,16,3,2,36,43,8,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,139,1,0,0,0,0,312
LACED_DR_Students_FindATruckerJob_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
LACED_DR_Students_FindATruckerJob_SwiftLeadForm,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,18
LACED_DR_Students_Google_Intelliapp,24,7,5,49,89,65,23,71,25,3,4,12,22,5,3,2,0,1,0,0,0,6,0,6,0,0,0,0,0,0,0,1,121,46,94,2,0,0,0,0,686
LACED_DR_Students_Google_SwiftLeadForm,155,23,9,223,310,88,31,106,33,3,3,8,11,5,1,3,0,1,0,0,0,6,0,4,0,0,0,0,0,0,0,0,373,131,557,5,0,0,4,0,2093
